,UMAP1,UMAP2,cluster,cell_id,selected_cluster
47793,13.947358,6.5500665,37,71265,0
47794,13.482061,7.5369263,4,71266,0
47795,13.488329,6.284514,37,71267,0
47796,13.702484,6.6963954,37,71268,0
47797,11.647348,4.927451,27,71269,0
47798,12.955263,7.1061535,30,71270,0
47799,11.4605875,6.2028627,18,71271,0
47800,11.734723,5.2901564,27,71272,0
47801,11.403128,4.4974966,7,71273,0
47802,12.28652,8.3682995,16,71274,0
47803,12.232553,6.0985646,13,71275,0
47804,13.441059,7.9114523,47,71276,0
47805,11.249784,6.497084,11,71277,0
47806,13.088838,7.356237,30,71278,0
47807,14.053678,6.704409,37,71279,0
47808,14.927476,7.079051,22,71280,0
47809,10.956231,4.644597,9,71281,0
47810,11.197855,7.450065,25,71282,0
47811,11.675628,6.942726,25,71283,0
47812,12.287952,5.2182727,33,71284,0
47813,13.401528,8.382799,47,71285,0
47814,15.014661,7.2221727,22,71286,0
47815,12.988896,6.5691385,1,71287,0
47816,11.061282,4.37015,9,71288,0
47817,15.264048,6.9810185,39,71289,0
47818,11.097591,6.612002,11,71290,0
47819,15.064157,6.3788176,5,71291,0
47820,12.538128,7.141052,14,71293,0
47821,14.852774,6.5482874,5,71294,0
47822,12.029111,5.712531,13,71295,0
47823,12.020104,6.875828,42,71296,0
47824,12.763621,6.7553253,1,71297,0
47825,13.303929,5.8265123,31,71298,0
47826,13.87386,7.3677044,4,71299,0
47827,11.505741,7.1436033,25,71300,0
47828,14.431525,5.705705,48,71301,0
47829,11.526807,4.161355,7,71302,0
47830,11.195082,7.922743,24,71303,0
47831,11.688511,6.1722665,18,71304,0
47832,13.252722,4.5732427,34,71305,0
47833,11.056139,5.5555468,46,71306,0
47834,15.36942,6.590165,39,71307,0
47835,13.920398,7.300865,4,71308,0
47836,14.575013,7.831888,41,71310,0
47837,12.153841,6.1518793,13,71311,0
47838,12.314415,7.9767423,44,71312,0
47839,12.242233,7.189148,14,71313,0
47840,10.675698,4.63188,9,71314,0
47841,12.740657,7.2782197,14,71315,0
47842,12.16057,7.5883956,21,71316,0
47843,14.598631,6.818029,22,71317,0
47844,11.76668,7.8329296,21,71318,0
47845,12.352837,7.7946677,44,71319,0
47846,12.723954,8.369912,6,71320,0
47847,12.682216,8.024537,44,71321,0
47848,11.999462,7.8622065,21,71322,0
47849,14.56384,7.069897,22,71323,0
47850,12.829382,6.7039113,1,71324,0
47851,12.054538,7.7634254,21,71325,0
47852,11.9451,6.934945,42,71326,0
47853,13.715947,8.016739,47,71327,0
47854,12.014556,8.080685,21,71328,0
47855,13.432714,7.965775,47,71330,0
47856,13.37249,7.7899513,47,71331,0
47857,12.9570875,5.212163,20,71332,0
47858,15.268061,6.785244,39,71333,39
47859,13.551084,6.204218,37,71334,0
47860,10.9462595,3.1961105,32,71335,0
47861,10.794234,5.089475,46,71336,0
47862,13.972159,7.103602,4,71337,0
47863,12.226407,5.40223,33,71338,0
47864,11.75352,4.856876,27,71339,0
47865,12.1139345,6.666365,42,71341,0
47866,15.087076,6.5611925,39,71342,0
47867,11.244355,4.022988,32,71343,0
47868,11.7590275,4.809657,27,71344,0
47869,14.192582,6.286113,37,71345,0
47870,11.860737,7.32498,21,71346,0
47871,13.78031,8.02785,47,71347,0
47872,12.053149,4.714983,33,71349,0
47873,15.595161,7.46369,17,71350,0
47874,11.843472,6.648542,42,71351,0
47875,11.342591,5.10265,27,71352,0
47876,11.377406,4.9918895,27,71353,0
47877,14.676184,6.500447,22,71354,0
47878,12.554322,8.361809,6,71355,0
47879,12.664074,6.565409,1,71356,0
47880,11.640001,7.6570125,21,71357,0
47881,11.70825,7.267383,25,71358,0
47882,12.886691,8.5774975,6,71359,0
47883,13.279726,5.7847786,31,71360,0
47884,13.493736,5.849203,48,71361,0
47885,13.605097,7.276381,4,71362,0
47886,11.195208,6.2594957,11,71363,0
47887,15.188616,6.548526,39,71364,0
47888,11.251232,5.827374,18,71365,0
47889,13.338761,7.6140995,30,71366,0
47890,14.096313,7.7988195,4,71367,0
47891,13.140376,5.089369,20,71368,0
47892,11.8587,5.099208,33,71369,0
47893,11.551411,3.686573,32,71370,0
47894,14.208667,7.6464076,4,71371,0
47895,14.843157,6.8175673,22,71372,0
47896,11.9430065,5.102347,33,71373,0
47897,13.467193,5.0392118,20,71374,0
47898,13.586914,7.1883082,4,71375,0
47899,10.860656,5.1996827,46,71377,0
47900,13.099004,7.411119,30,71378,0
47901,11.353696,6.065059,18,71379,0
47902,12.149413,8.502102,16,71380,0
47903,13.111303,7.8106065,47,71381,0
47904,12.009425,6.9780774,42,71382,0
47905,13.557538,7.498227,4,71383,0
47906,11.750034,4.8493853,27,71384,0
47907,11.862733,7.329912,21,71385,0
47908,11.730449,7.757257,21,71386,0
47909,12.140224,7.314193,14,71387,0
47910,13.259963,7.067879,30,71388,0
47911,13.85536,7.9286194,4,71389,0
47912,11.901314,5.6001005,13,71390,0
47913,12.864502,6.5805945,1,71391,0
47914,12.895444,7.448981,30,71392,0
47915,11.678983,6.3462605,42,71393,0
47916,10.494895,4.921372,46,71394,0
47917,12.014416,5.8769236,13,71395,0
47918,13.385333,6.9763985,30,71396,0
47919,13.650466,7.9582195,47,71397,0
47920,12.796763,7.1539974,30,71398,0
47921,11.787518,8.64148,16,71399,0
47922,13.664114,7.633031,4,71400,0
47923,11.037826,4.0881286,32,71401,0
47924,12.921544,5.2754865,20,71402,0
47925,12.934588,6.165703,31,71403,0
47926,13.231479,6.306358,31,71404,0
47927,12.081572,7.4838114,21,71405,0
47928,13.061401,5.5600243,31,71406,0
47929,11.699099,4.6585746,7,71407,0
47930,11.380567,4.9681125,27,71408,0
47931,13.5206175,6.4383693,37,71409,0
47932,11.765299,8.54561,16,71410,0
47933,15.058927,7.165374,22,71411,0
47934,11.839795,7.1373143,25,71412,0
47935,11.928793,5.745975,13,71413,0
47936,12.22529,7.0935845,14,71414,0
47937,13.2180195,8.00195,47,71415,0
47938,12.288753,6.49557,42,71416,0
47939,11.912056,5.0695586,33,71417,0
47940,11.878218,8.480244,16,71418,0
47941,11.793324,7.518467,21,71419,0
47942,13.02479,8.757999,6,71420,0
47943,12.087154,8.317766,16,71421,0
47944,11.433207,4.0514455,7,71422,0
47945,10.913958,7.4137573,25,71423,0
47946,13.6580925,5.3195176,48,71424,0
47947,11.138312,6.3605394,11,71425,0
47948,12.594412,7.447999,14,71426,0
47949,10.601391,5.0795865,46,71427,0
47950,10.918219,7.7172275,24,71428,0
47951,14.136851,5.7250023,48,71429,0
47952,11.744182,6.391797,42,71430,0
47953,12.189683,5.3346624,33,71431,0
47954,12.62487,5.0452123,33,71432,0
47955,13.307957,5.5292525,20,71433,0
47956,10.705084,6.044925,11,71434,0
